t,x_m,v_mps,a_mps2,throttle,brake,power_W,F_drive_N,F_rr_N
66.40999999999707,1203.3411968083758,25.78688054112545,0.15330915106199264,1.0,0.0,1200.0,39.5573494595372,18.691974000000002
66.41999999999707,1203.599080942974,25.78841345983822,0.15329187127720628,1.0,0.0,1200.0,39.554997680827775,18.691974000000002
66.42999999999708,1203.856980405032,25.789946205793164,0.15327459549423877,1.0,0.0,1200.0,39.5526464467659,18.691974000000002
66.43999999999708,1204.1148951928221,25.79147877903028,0.15325732371157827,1.0,0.0,1200.0,39.550295757145804,18.691974000000002
66.44999999999709,1204.3728253046181,25.79301117958956,0.15324005592771395,1.0,0.0,1200.0,39.54794561176187,18.691974000000002
66.4599999999971,1204.6307707386932,25.79454340751097,0.15322279214113557,1.0,0.0,1200.0,39.54559601040855,18.691974000000002
66.4699999999971,1204.8887314933215,25.796075462834477,0.15320553235033374,1.0,0.0,1200.0,39.54324695288042,18.691974000000002
66.4799999999971,1205.1467075667774,25.797607345600014,0.15318827655379993,1.0,0.0,1200.0,39.54089843897217,18.691974000000002
66.48999999999711,1205.404698957336,25.799139055847515,0.1531710247500263,1.0,0.0,1200.0,39.53855046847858,18.691974000000002
66.49999999999712,1205.6627056632722,25.80067059361689,0.15315377693750595,1.0,0.0,1200.0,39.53620304119456,18.691974000000002
66.50999999999712,1205.9207276828618,25.802201958948036,0.1531365331147327,1.0,0.0,1200.0,39.53385615691512,18.691974000000002
66.51999999999713,1206.1787650143806,25.803733151880838,0.1531192932802011,1.0,0.0,1200.0,39.53150981543537,18.691974000000002
66.52999999999713,1206.4368176561052,25.80526417245516,0.15310205743240654,1.0,0.0,1200.0,39.52916401655053,18.691974000000002
66.53999999999714,1206.6948856063123,25.806795020710858,0.15308482556984523,1.0,0.0,1200.0,39.52681876005594,18.691974000000002
66.54999999999714,1206.9529688632792,25.808325696687767,0.15306759769101416,1.0,0.0,1200.0,39.52447404574703,18.691974000000002
66.55999999999715,1207.2110674252835,25.80985620042571,0.1530503737944111,1.0,0.0,1200.0,39.52212987341935,18.691974000000002
66.56999999999715,1207.4691812906033,25.811386531964494,0.15303315387853467,1.0,0.0,1200.0,39.51978624286857,18.691974000000002
66.57999999999716,1207.7273104575168,25.812916691343915,0.15301593794188414,1.0,0.0,1200.0,39.51744315389043,18.691974000000002
66.58999999999716,1207.9854549243028,25.814446678603744,0.15299872598295966,1.0,0.0,1200.0,39.51510060628081,18.691974000000002
66.59999999999717,1208.2436146892405,25.815976493783747,0.15298151800026225,1.0,0.0,1200.0,39.51275859983569,18.691974000000002
66.60999999999717,1208.5017897506098,25.81750613692367,0.15296431399229354,1.0,0.0,1200.0,39.51041713435115,18.691974000000002
66.61999999999718,1208.7599801066904,25.819035608063245,0.15294711395755617,1.0,0.0,1200.0,39.5080762096234,18.691974000000002
66.62999999999718,1209.0181857557627,25.82056490724219,0.15292991789455335,1.0,0.0,1200.0,39.50573582544871,18.691974000000002
66.63999999999719,1209.2764066961076,25.822094034500207,0.15291272580178916,1.0,0.0,1200.0,39.503395981623505,18.691974000000002
66.64999999999719,1209.5346429260064,25.823622989876984,0.15289553767776853,1.0,0.0,1200.0,39.5010566779443,18.691974000000002
66.6599999999972,1209.7928944437406,25.825151773412195,0.15287835352099707,1.0,0.0,1200.0,39.4987179142077,18.691974000000002
66.6699999999972,1210.051161247592,25.826680385145494,0.15286117332998134,1.0,0.0,1200.0,39.49637969021046,18.691974000000002
66.67999999999721,1210.3094433358433,25.828208825116526,0.15284399710322844,1.0,0.0,1200.0,39.49404200574939,18.691974000000002
66.68999999999721,1210.567740706777,25.82973709336492,0.15282682483924648,1.0,0.0,1200.0,39.49170486062145,18.691974000000002
66.69999999999722,1210.8260533586763,25.831265189930285,0.1528096565365442,1.0,0.0,1200.0,39.48936825462366,18.691974000000002
66.70999999999722,1211.0843812898247,25.832793114852223,0.15279249219363122,1.0,0.0,1200.0,39.48703218755321,18.691974000000002
66.71999999999723,1211.3427244985064,25.834320868170312,0.15277533180901795,1.0,0.0,1200.0,39.484696659207344,18.691974000000002
66.72999999999723,1211.6010829830057,25.835848449924125,0.1527581753812155,1.0,0.0,1200.0,39.48236166938343,18.691974000000002
66.73999999999724,1211.8594567416071,25.837375860153212,0.15274102290873579,1.0,0.0,1200.0,39.48002721787894,18.691974000000002
66.74999999999724,1212.1178457725962,25.838903098897113,0.1527238743900916,1.0,0.0,1200.0,39.47769330449147,18.691974000000002
66.75999999999725,1212.3762500742582,25.84043016619535,0.15270672982379643,1.0,0.0,1200.0,39.475359929018694,18.691974000000002
66.76999999999725,1212.634669644879,25.841957062087435,0.15268958920836445,1.0,0.0,1200.0,39.4730270912584,18.691974000000002
66.77999999999726,1212.8931044827452,25.843483786612858,0.15267245254231082,1.0,0.0,1200.0,39.470694791008505,18.691974000000002
66.78999999999726,1213.1515545861434,25.8450103398111,0.15265531982415137,1.0,0.0,1200.0,39.468363028067,18.691974000000002
66.79999999999727,1213.4100199533607,25.846536721721623,0.1526381910524027,1.0,0.0,1200.0,39.46603180223201,18.691974000000002
66.80999999999727,1213.6685005826846,25.84806293238388,0.15262106622558225,1.0,0.0,1200.0,39.463701113301745,18.691974000000002
66.81999999999728,1213.926996472403,25.849588971837303,0.15260394534220809,1.0,0.0,1200.0,39.46137096107452,18.691974000000002
66.82999999999728,1214.1855076208042,25.851114840121312,0.15258682840079926,1.0,0.0,1200.0,39.45904134534878,18.691974000000002
66.83999999999729,1214.444034026177,25.85264053727531,0.15256971539987546,1.0,0.0,1200.0,39.45671226592305,18.691974000000002
66.8499999999973,1214.7025756868104,25.85416606333869,0.15255260633795723,1.0,0.0,1200.0,39.45438372259598,18.691974000000002
66.8599999999973,1214.961132600994,25.855691418350823,0.15253550121356582,1.0,0.0,1200.0,39.45205571516631,18.691974000000002
66.8699999999973,1215.2197047670174,25.857216602351073,0.15251840002522332,1.0,0.0,1200.0,39.449728243432894,18.691974000000002
66.87999999999731,1215.4782921831713,25.858741615378786,0.15250130277145252,1.0,0.0,1200.0,39.44740130719469,18.691974000000002
66.88999999999731,1215.736894847746,25.860266457473294,0.15248420945077706,1.0,0.0,1200.0,39.44507490625076,18.691974000000002
66.89999999999732,1215.9955127590329,25.86179112867391,0.15246712006172128,1.0,0.0,1200.0,39.442749040400265,18.691974000000002
66.90999999999732,1216.254145915323,25.86331562901994,0.15245003460281037,1.0,0.0,1200.0,39.44042370944249,18.691974000000002
66.91999999999733,1216.5127943149087,25.864839958550665,0.15243295307257024,1.0,0.0,1200.0,39.43809891317681,18.691974000000002
66.92999999999734,1216.7714579560818,25.86636411730536,0.15241587546952756,1.0,0.0,1200.0,39.4357746514027,18.691974000000002
66.93999999999734,1217.030136837135,25.86788810532328,0.15239880179220988,1.0,0.0,1200.0,39.433450923919764,18.691974000000002
66.94999999999735,1217.2888309563614,25.86941192264367,0.15238173203914537,1.0,0.0,1200.0,39.431127730527685,18.691974000000002
66.95999999999735,1217.5475403120545,25.87093556930576,0.15236466620886305,1.0,0.0,1200.0,39.42880507102626,18.691974000000002
66.96999999999736,1217.806264902508,25.87245904534876,0.1523476042998927,1.0,0.0,1200.0,39.4264829452154,18.691974000000002
66.97999999999736,1218.0650047260162,25.873982350811865,0.1523305463107649,1.0,0.0,1200.0,39.424161352895105,18.691974000000002
66.98999999999737,1218.3237597808736,25.875505485734266,0.152313492240011,1.0,0.0,1200.0,39.4218402938655,18.691974000000002
66.99999999999737,1218.582530065375,25.877028450155127,0.15229644208616305,1.0,0.0,1200.0,39.41951976792679,18.691974000000002
67.00999999999738,1218.8413155778162,25.878551244113606,0.15227939584775385,1.0,0.0,1200.0,39.4171997748793,18.691974000000002
67.01999999999738,1219.1001163164926,25.88007386764884,0.15226235352331716,1.0,0.0,1200.0,39.414880314523465,18.691974000000002
67.02999999999739,1219.3589322797006,25.881596320799954,0.15224531511138722,1.0,0.0,1200.0,39.4125613866598,18.691974000000002
67.03999999999739,1219.6177634657367,25.883118603606057,0.15222828061049926,1.0,0.0,1200.0,39.41024299108895,18.691974000000002
67.0499999999974,1219.876609872898,25.88464071610625,0.15221125001918928,1.0,0.0,1200.0,39.40792512761166,18.691974000000002
67.0599999999974,1220.1354714994814,25.88616265833961,0.15219422333599383,1.0,0.0,1200.0,39.40560779602876,18.691974000000002
67.0699999999974,1220.3943483437847,25.887684430345207,0.15217720055945047,1.0,0.0,1200.0,39.40329099614121,18.691974000000002
67.07999999999741,1220.6532404041063,25.889206032162086,0.15216018168809736,1.0,0.0,1200.0,39.400974727750054,18.691974000000002
67.08999999999742,1220.9121476787445,25.89072746382929,0.15214316672047354,1.0,0.0,1200.0,39.39865899065645,18.691974000000002
67.09999999999742,1221.1710701659983,25.89224872538584,0.15212615565511872,1.0,0.0,1200.0,39.39634378466166,18.691974000000002
67.10999999999743,1221.430007864167,25.893769816870748,0.15210914849057341,1.0,0.0,1200.0,39.39402910956704,18.691974000000002
67.11999999999743,1221.6889607715502,25.895290738323002,0.1520921452253789,1.0,0.0,1200.0,39.39171496517407,18.691974000000002
67.12999999999744,1221.9479288864482,25.896811489781584,0.1520751458580772,1.0,0.0,1200.0,39.389401351284306,18.691974000000002
67.13999999999744,1222.206912207161,25.898332071285456,0.1520581503872111,1.0,0.0,1200.0,39.38708826769943,18.691974000000002
67.14999999999745,1222.4659107319897,25.89985248287357,0.15204115881132416,1.0,0.0,1200.0,39.38477571422122,18.691974000000002
67.15999999999745,1222.7249244592356,25.90137272458486,0.15202417112896077,1.0,0.0,1200.0,39.38246369065156,18.691974000000002
67.16999999999746,1222.9839533872002,25.902892796458246,0.1520071873386659,1.0,0.0,1200.0,39.38015219679243,18.691974000000002
67.17999999999746,1223.2429975141856,25.904412698532635,0.15199020743898548,1.0,0.0,1200.0,39.377841232445924,18.691974000000002
67.18999999999747,1223.5020568384941,25.90593243084692,0.15197323142846603,1.0,0.0,1200.0,39.37553079741423,18.691974000000002
67.19999999999747,1223.7611313584284,25.907451993439977,0.15195625930565496,1.0,0.0,1200.0,39.37322089149964,18.691974000000002
67.20999999999748,1224.0202210722919,25.908971386350668,0.15193929106910034,1.0,0.0,1200.0,39.370911514504556,18.691974000000002
67.21999999999748,1224.279325978388,25.910490609617842,0.15192232671735106,1.0,0.0,1200.0,39.36860266623148,18.691974000000002
67.22999999999749,1224.5384460750208,25.91200966328033,0.1519053662489567,1.0,0.0,1200.0,39.36629434648301,18.691974000000002
67.2399999999975,1224.7975813604946,25.913528547376956,0.15188840966246778,1.0,0.0,1200.0,39.363986555061864,18.691974000000002
67.2499999999975,1225.056731833114,25.91504726194652,0.15187145695643528,1.0,0.0,1200.0,39.36167929177084,18.691974000000002
67.2599999999975,1225.3158974911844,25.916565807027812,0.15185450812941115,1.0,0.0,1200.0,39.35937255641286,18.691974000000002
67.26999999999751,1225.5750783330109,25.918084182659612,0.15183756317994804,1.0,0.0,1200.0,39.35706634879093,18.691974000000002
67.27999999999751,1225.8342743568996,25.91960238888068,0.15182062210659936,1.0,0.0,1200.0,39.354760668708174,18.691974000000002
67.28999999999752,1226.093485561157,25.921120425729757,0.15180368490791926,1.0,0.0,1200.0,39.35245551596781,18.691974000000002
